Id,Sales
1,4929.15884172951
2,7656.25308520525
3,8627.56481148531
4,7458.95057911764
5,7135.41026687155
6,5899.97161669753
7,8140.32916236147
8,8097.73931275284
9,5563.20094473579
10,6282.89227925888
11,7551.3894770779
12,8054.17658467851
13,7418.29535812126
14,8685.72385207289
15,6213.77577263928
16,5172.13167105297
17,6220.4197172496
18,9605.8761991091
19,11648.9253895085
20,10173.6486206392
21,7847.62230618962
22,5500.1700256898
23,6926.75037773157
24,4727.43197747257
25,8406.8565850982
26,11206.3209602423
27,9454.03597384676
28,6234.48038126115
29,5421.50167277413
30,4763.28249457365
31,5966.01609668466
32,10961.7034096728
33,7556.66611856216
34,5985.53083879833
35,5928.72411944736
36,7972.24096319955
37,4000.53937043544
38,7312.99806402555
39,4638.54337003066
40,7540.07374292402
41,7984.61096037387
42,6093.6773298719
43,7895.12358903405
44,7114.23945374484
45,5030.39309528366
46,7347.25952697034
47,7976.71590348971
48,11569.6880223417
49,6860.73393222962
50,8631.96250130408
51,6974.10698011548
52,9290.22066769055
53,7246.94814487188
54,9710.15692742789
55,5361.65749947118
56,5636.65385791753
57,6711.62179610108
58,6630.49611836865
59,8742.36923557301
60,8085.40236494059
61,5928.56902641706
62,8006.56639846292
63,6875.45178448191
64,10693.2807955395
65,4249.91734669229
66,11770.7512073326
67,5505.32925175044
68,6619.06002273106
69,8511.22448814881
70,5838.69781258567
71,6961.56276040185
72,6765.51164700753
73,8317.13184310919
74,5637.19255168685
75,5765.3435214324
76,8323.02008507786
77,8018.81413611105
78,7650.6385683499
79,5486.78306886024
80,7361.61700382753
81,10093.8081146034
82,7223.64994231661
83,5281.0651940758
84,7369.65440917193
85,6417.46329884474
86,6965.59777042091
87,7829.98065041437
88,4497.67690611732
89,8217.2509635616
90,6881.12213997887
91,7828.29396771084
92,6421.95496791934
93,4527.22779806324
94,6798.14487447055
95,5961.1909931781
96,7959.96513952218
97,9258.5996962714
98,5805.1990291744
99,5726.42541879724
100,7314.48771361721
101,6331.98174311635
102,6057.40025296163
103,8155.77128234304
104,6824.02026618498
105,7964.45477886346
106,6282.03134328981
107,4851.59696433348
108,6730.10264762012
109,8675.02096073551
110,8629.52990270089
111,8381.91231670742
112,8266.79925532482
113,6454.66424274945
114,8738.49463836891
115,6243.77344994497
116,8040.01293827256
117,9068.85778638676
118,7228.73354955149
119,9624.80682282515
120,8259.36966297327
121,8459.2735708838
122,6702.86521407948
123,7415.80477669689
124,8314.93826401131
125,6917.61798739382
126,4426.67846947472
127,5669.24201754097
128,8368.05954268617
129,7423.85185372031
130,5418.25807430761
131,8828.44980455112
132,7024.83464178472
133,6104.70902529115
134,6311.05361799191
135,5990.68738917212
136,7556.04487368691
137,8086.27665807738
138,7258.59997755555
139,5960.0957272949
140,5640.80059816505
141,7260.39086641522
142,4052.97172723131
143,6633.29695335409
144,5549.79732790161
145,9188.8923807747
146,7516.90953952538
147,7142.0884609098
148,9919.25843139412
149,5760.9320100292
150,5268.86892863184
151,10905.7184271564
152,7384.72312722289
153,8558.88813812199
154,7928.89420569203
155,5985.68627899983
156,7043.13408537109
157,6148.53822566096
158,8530.6985082665
159,11003.0165115312
160,6333.66524644391
161,3447.81667902621
162,5747.69335682533
163,8461.86262753112
164,9050.31640823769
165,6846.6717187669
166,7431.40675209784
167,5520.47937630653
168,6221.36753195598
169,3565.79673701609
170,5656.04411414204
171,6749.72659391268
172,7275.70160381623
173,7621.2777990703
174,6614.43722163237
175,8436.9158510362
176,9023.07877661264
177,7936.45084565472
178,5630.36804318875
179,9356.75892841895
180,10945.9872543374
181,6938.20976726838
182,7947.33166979647
183,5894.92003777897
184,6614.73128442759
185,4773.92454110297
186,7725.19457275138
187,6165.54004960309
188,8271.82673427571
189,7283.99976107518
190,9036.09378534772
191,8135.81626367184
192,6442.48015872195
193,9103.24497515964
194,18924.2860100091
195,10805.7133558137
196,6397.47050098689
197,3108.05941415782
198,7008.41621600864
199,9962.70950312423
200,5991.78541503345
201,12439.8575560774
202,19919.8475962019
203,3955.94743500867
204,5831.34946864341
205,9650.23043542786
206,5276.2837178648
207,10138.5555727557
208,7413.28726530018
209,8032.27188102681
210,4283.94297898492
211,7154.7872536745
212,7090.50984518736
213,7988.63251856412
214,9069.30636034122
215,6850.24038513309
216,6927.20563615688
217,7536.5241131939
218,6016.67337259972
219,5678.20883108608
220,7654.84279356832
221,6423.51843658537
222,6425.51162508298
223,7407.42789095417
224,6577.6122329479
225,5669.20265132353
226,7894.54648342427
227,7767.85367357622
228,8758.36612478031
229,6214.09684902007
230,7598.10580039239
231,6428.20476794788
232,4158.11128164132
233,6972.48281080531
234,7550.7375792049
235,6392.65395240142
236,4992.07007376275
237,9515.6780297353
238,8086.9118186999
239,9480.64968476595
240,7446.29901619152
241,6602.98149050915
242,6031.61378064226
243,5371.02245546217
244,10370.862859782
245,5465.08738819372
246,8127.08389781212
247,15793.2640387059
248,7528.28036685326
249,8537.09677972731
250,5731.9782497821
251,4839.26472091417
252,7755.21469158918
253,4347.76481465261
254,6889.27968888155
255,10487.9157604351
256,5878.51573727887
257,16877.6163701288
258,14691.0648042295
259,5255.61667964397
260,7591.63058128823
261,5475.75618770028
262,7656.66708713128
263,6107.85772778309
264,11279.007741195
265,8391.63303950456
266,9607.67618256471
267,4859.53893497921
268,7692.59135038051
269,5053.13285608002
270,8794.47501935775
271,7439.24257814623
272,6659.91935911218
273,6775.04157294851
274,6141.27155636361
275,8089.20899545862
276,9522.84686823926
277,5676.92337074057
278,10355.6229110958
279,7362.55800250435
280,10246.1060184872
281,5398.07484817148
282,5700.14412183382
283,6437.39822599835
284,10305.3621451325
285,7097.11632849315
286,8452.52875691753
287,7350.19134300991
288,9361.80084660052
289,4851.86856428474
290,8577.53411374299
291,6830.99159479117
292,4742.94820414788
293,14720.6630276067
294,18222.3575522153
295,7758.47849557388
296,7991.15561863129
297,10073.6466438484
298,10121.3540536818
299,10672.4158049733
300,6079.72759816713
301,7843.88755920415
302,6701.87754255245
303,8452.05327519405
304,4290.72192530345
305,6199.28569374357
306,5743.69916740603
307,6106.99120845007
308,7705.43664851864
309,5532.35794820011
310,5384.31211199421
311,7099.83569782762
312,4368.08153590072
313,4981.06382239254
314,6684.02134649018
315,7008.46479765722
316,9234.44913782411
317,8350.2014060161
318,7774.76539351964
319,6815.35015206905
320,6653.30823839584
321,11375.4259499232
322,8206.65367319351
323,5855.29591614086
324,4941.47247931563
325,8409.78361487607
326,5829.54737738298
327,7285.94685976382
328,4749.89734149437
329,5403.68432324019
330,8613.92569837708
331,6641.41569496203
332,5705.90802172624
333,8798.12640681077
334,9600.76466751957
335,11918.9962568382
336,6909.80547303951
337,9752.27605975877
338,3481.30909478514
339,5528.02041634915
340,6622.52394886226
341,4740.18348617557
342,7568.43823506085
343,5718.7182412403
344,5824.47321445057
345,8927.88007212722
346,12130.1171159195
347,10026.2003323621
348,5888.86880269939
349,5990.66312847013
350,7345.19988961721
351,7564.24114006875
352,7088.23644944294
353,5428.9178663834
354,7527.78725526646
355,10454.9293324664
356,4824.85887558001
357,6877.81229053566
358,7664.99221195875
359,8338.54314110678
360,12195.2178952782
361,6464.12535114947
362,13178.4732301808
363,7460.9572411142
364,6305.06805371549
365,4232.32045672016
366,6614.97031247126
367,6781.28669839663
368,5925.45644064567
369,7667.07229391365
370,5298.30057413427
371,5287.37350693513
372,7339.98311917836
373,4620.40349638273
374,7787.88253560179
375,6869.81845323116
376,8350.50667561204
377,8180.32606415672
378,6410.19894872612
379,8564.43861462522
380,6804.88208922665
381,5725.02509211222
382,5717.4415497332
383,5646.80009289798
384,11195.6592643719
385,6859.51806651938
386,5524.94642014181
387,7917.6611790278
388,8888.54258955101
389,7326.18089216565
390,6679.67020135201
391,8758.99384182094
392,5895.4222023908
393,6150.51255666499
394,6463.85575732008
395,8931.06475122852
396,6771.17806324993
397,6903.88216758733
398,6359.87090989386
399,5329.12321579164
400,4123.98703054267
401,5941.08349027027
402,8536.81862469303
403,8534.46326452595
404,9512.96131214515
405,11305.4483644903
406,8242.03636695054
407,5635.90356888044
408,6108.89015708552
409,10300.4396253099
410,9699.52622547922
411,7999.91622903486
412,8550.29293391352
413,8498.98564042103
414,6065.94687089774
415,4421.12135877325
416,10429.2178345642
417,6577.60538432497
418,7123.43263947512
419,6991.35427050269
420,3624.16117436653
421,12224.7357227982
422,6407.78724192402
423,5949.79548123277
424,5582.46735495488
425,6592.86989413102
426,7106.00828745001
427,9072.72086604674
428,6745.90869814699
429,5228.167937618
430,5458.18777884092
431,4484.4598849474
432,3785.52998563657
433,7846.00417309921
434,18350.1102447535
435,5406.67984863725
436,5729.68472813183
437,6840.67428993055
438,5978.55591763416
439,6114.09792702719
440,5455.25423133344
441,4559.55830531345
442,7913.13083441207
443,7759.75483840853
444,4508.65453838134
445,8824.76888011829
446,6283.3792228321
447,5202.62733862164
448,8420.35679460996
449,8301.96026395524
450,10156.1602710523
451,6368.53685377311
452,7428.3938749498
453,5177.77123374359
454,5815.83300431916
455,15603.1912699244
456,10041.0944748386
457,7007.0197315216
458,5925.9026433053
459,5213.48441868844
460,6010.73926384814
461,5759.2809548364
462,10261.5861444027
463,5314.15936444019
464,6183.70496616557
465,7503.31588084153
466,5291.78285807643
467,6807.36916061221
468,7847.32010357768
469,8627.04358054427
470,7859.27718342084
471,4470.79144306875
472,6217.25081189502
473,7348.28930884631
474,9872.63135220449
475,9169.82431700694
476,7263.80872614004
477,5072.73335924741
478,7735.99458389987
479,6379.84438358351
480,4979.31043097585
481,7841.95539738184
482,7781.66666647226
483,7242.80759364518
484,6759.74932602086
485,6563.93673806092
486,7138.88853119242
487,5757.63380374029
488,7176.26537694687
489,7085.67937366037
490,6574.94700091697
491,9152.89454993918
492,6310.25859401827
493,5409.14113835189
494,10213.8109906466
495,7046.86895689846
496,4079.60739061806
497,8323.06637788891
498,9418.38720456524
499,10687.7739250981
500,5482.75928784895
501,6764.01734194922
502,6370.21144805433
503,7339.83936905486
504,6377.75279409398
505,8634.99271072991
506,3825.56231807269
507,6254.01211911792
508,6911.54019409042
509,6491.28510524899
510,5525.96051668993
511,7356.96638096447
512,8609.62099405225
513,5848.54365931578
514,9079.19898626506
515,7391.49946879124
516,8902.26692941889
517,5124.62548175202
518,6986.78961120166
519,6609.00261353288
520,7968.95637690667
