5.597449886295233767e-01,1.000000000000000000e+00,5.597449886295233767e-01,5.597449886295233767e-01,9.302325581395348708e-01,5.206930126786264434e-01
7.283061080401965759e-01,8.823529411764705621e-01,6.426230365060557892e-01,7.283061080401965759e-01,9.380530973451327581e-01,6.831898004624853415e-01
5.959265565185085656e-01,1.000000000000000000e+00,5.959265565185085656e-01,5.959265565185085656e-01,9.333333333333333481e-01,5.561981194172747056e-01
6.378662576219111813e-01,1.000000000000000000e+00,6.378662576219111813e-01,6.378662576219111813e-01,9.148936170212765839e-01,5.835797676115357380e-01
6.168783142162918010e-01,1.000000000000000000e+00,6.168783142162918010e-01,6.168783142162918010e-01,9.606299212598424786e-01,5.925917664125007756e-01
3.433639515598922998e-01,1.000000000000000000e+00,3.433639515598922998e-01,3.433639515598922998e-01,8.492063492063491870e-01,2.915868477532418401e-01
4.409268102716636384e-01,8.333333333333333703e-01,3.674390085597197264e-01,4.409268102716636384e-01,9.534883720930232842e-01,4.204185865380978826e-01
4.358730532004104208e-01,5.000000000000000000e-01,2.179365266002052104e-01,4.358730532004104208e-01,7.272727272727272929e-01,3.169985841457530484e-01
6.689732938876359336e-01,1.000000000000000000e+00,6.689732938876359336e-01,6.689732938876359336e-01,9.142857142857142572e-01,6.116327258401242917e-01
6.845144795620909939e-01,9.090909090909090606e-01,6.222858905109918126e-01,6.845144795620909939e-01,9.417475728155340065e-01,6.446398496846876824e-01
7.027275519705277196e-01,8.000000000000000444e-01,5.621820415764221535e-01,7.027275519705277196e-01,8.965517241379310498e-01,6.300315983184041624e-01
5.481802923275305162e-01,1.000000000000000000e+00,5.481802923275305162e-01,5.481802923275305162e-01,9.154929577464788748e-01,5.018551972012603724e-01
4.766885060067930224e-01,1.000000000000000000e+00,4.766885060067930224e-01,4.766885060067930224e-01,9.160305343511450094e-01,4.366612268764515914e-01
4.232225797243021059e-01,6.666666666666666297e-01,2.821483864828680521e-01,4.232225797243021059e-01,8.787878787878787845e-01,3.719228730910533742e-01
3.551545987146694783e-01,1.000000000000000000e+00,3.551545987146694783e-01,3.551545987146694783e-01,8.750000000000000000e-01,3.107602738753357796e-01
6.936353762373530518e-01,1.000000000000000000e+00,6.936353762373530518e-01,6.936353762373530518e-01,9.186046511627906641e-01,6.371766828226848034e-01
7.623967655458923076e-01,8.333333333333333703e-01,6.353306379549102934e-01,7.623967655458923076e-01,9.508196721311474864e-01,7.249018426501926404e-01
2.926950642227319488e-01,1.000000000000000000e+00,2.926950642227319488e-01,2.926950642227319488e-01,9.411764705882352811e-01,2.754777075037477263e-01
7.797002190565949231e-01,1.000000000000000000e+00,7.797002190565949231e-01,7.797002190565949231e-01,9.603174603174603474e-01,7.487597341733966960e-01
5.369786965026613901e-01,8.333333333333333703e-01,4.474822470855511769e-01,5.369786965026613901e-01,8.653846153846154188e-01,4.646931027426877692e-01
5.444724521198320843e-01,1.000000000000000000e+00,5.444724521198320843e-01,5.444724521198320843e-01,9.550561797752809001e-01,5.200017801144464213e-01
4.373030388212168496e-01,1.000000000000000000e+00,4.373030388212168496e-01,4.373030388212168496e-01,9.530201342281878762e-01,4.167586007557905203e-01
3.258870292671645075e-01,1.000000000000000000e+00,3.258870292671645075e-01,3.258870292671645075e-01,9.017857142857143016e-01,2.938802674641394219e-01
4.425752521340581835e-01,1.000000000000000000e+00,4.425752521340581835e-01,4.425752521340581835e-01,8.846153846153845812e-01,3.915088768878207115e-01
6.899827410168437591e-01,1.000000000000000000e+00,6.899827410168437591e-01,6.899827410168437591e-01,8.979591836734693855e-01,6.195763388722678178e-01
4.695008248754186653e-01,1.000000000000000000e+00,4.695008248754186653e-01,4.695008248754186653e-01,9.518072289156626065e-01,4.468742790982900281e-01
7.368076302350043960e-01,8.571428571428570953e-01,6.315493973442894982e-01,7.368076302350043960e-01,9.342105263157894912e-01,6.883334440353330308e-01
6.024833991197753313e-01,8.000000000000000444e-01,4.819867192958202651e-01,6.024833991197753313e-01,9.318181818181817677e-01,5.614049855434269931e-01
5.596372430143276011e-01,8.000000000000000444e-01,4.477097944114620809e-01,5.596372430143276011e-01,9.210526315789473450e-01,5.154553554079333022e-01
6.036922275666064541e-01,1.000000000000000000e+00,6.036922275666064541e-01,6.036922275666064541e-01,9.782608695652174058e-01,5.905684834890715385e-01
7.560105779802545056e-01,1.000000000000000000e+00,7.560105779802545056e-01,7.560105779802545056e-01,9.575471698113207086e-01,7.239157892924135140e-01
4.167177721352803843e-01,8.333333333333333703e-01,3.472648101127336906e-01,4.167177721352803843e-01,9.382716049382715529e-01,3.909944528676704834e-01
6.954009103611337173e-01,8.571428571428570953e-01,5.960579231666860434e-01,6.954009103611337173e-01,8.750000000000000000e-01,6.084757965659920442e-01
2.857451420602862280e-01,5.000000000000000000e-01,1.428725710301431140e-01,2.857451420602862280e-01,9.327731092436974958e-01,2.665353846108552416e-01
