"Id","Sales"
1,5264.55
24825,5163.49
5993,4089.33
37665,5875.2
18833,4222.01
12841,6115.77
19689,3758.18
857,5544.49
15409,5433.64
38521,6941.66
13697,5511.77
7705,4243.02
39377,7289.7
20545,4475.04
1713,5878.7
16265,4698.13
33385,5524.29
27393,5851.19
2569,6508.84
40233,5031.53
21401,5610.05
35953,5196.39
34241,4743.71
3425,6617.08
22257,4628.37
9417,6262.72
30817,4026.48
10273,5276.36
35097,5132.1
23113,4924.3
4281,5172.42
14553,6825.48
8561,4600.67
29961,3929.1
25681,5398.84
5137,4497.19
23969,4928.05
36809,5765.8
17977,4096.94
26537,6467.95
11985,5390.19
6849,4236.89
17121,4654.62
29105,4301.65
32529,4532.16
11129,5358.79
31673,3842.2
28249,4680.19
23970,7320.42
1714,9554.65
24826,7881.19
18834,5182.57
38522,11123.7
5994,5663.82
35954,8024.47
2,8081.64
39378,4064.43
4282,4160.21
29106,6084.91
8562,5833.74
9418,3317.5
25682,8722.37
19690,5115.36
34242,4124.5
16266,3785.06
22258,3830.58
26538,9724.84
20546,4964.67
10274,4412.94
30818,5468.4
37666,9279.54
33386,3233.82
14554,10477
858,8608.03
21402,3000.66
2570,9909.65
11130,8359.21
5138,6031.36
40234,4399.74
32530,5424.17
36810,8745.61
11986,8265.45
15410,3483.51
35098,7985.14
29962,5422.12
23114,7500.37
17978,5120.13
31674,5570.71
28250,4005.39
6850,5721.57
13698,8617.57
27394,3276.5
7706,5832.56
17122,6241.79
12842,8577.5
3426,3421.07
4283,4857.34
23971,8494.17
24827,8407.62
1715,10087.7
8563,7730.23
5995,6787.43
29107,7564.9
38523,12922.7
34243,4730.99
22259,4490.36
35955,8638.59
3,8453.26
20547,6961.56
39379,2772.82
16267,4225.71
26539,12220
23115,8520.91
18835,6442.05
25683,9966.71
37667,10543.7
859,8480.27
17123,8042.54
5139,7288.3
19691,6514.66
9419,2124.01
7707,7325.3
11987,8613.84
10275,5076.25
35099,8724.73
33387,2036.82
14555,11076.8
21403,1816.96
2571,11515.6
11131,8764.65
29963,6746.15
15411,2049.32
28251,4489.79
32531,7373.92
13699,10205.4
36811,9009.23
30819,6425.96
40235,5534.78
6851,6741.29
12843,8819.57
27395,2046.19
17979,6656.93
3427,2249.13
31675,6986.37
860,5916.26
24828,5512.61
5996,4557.56
4284,2419.1
26540,8091.7
23972,5985.04
1716,6856.85
28252,2342.13
4,6526.17
23116,4906.46
37668,6724.77
16268,2160.57
35956,6030.37
11132,5421.73
19692,3705.63
5140,3900.06
22260,2300.62
32532,4225.85
11988,6461.83
30820,3852.6
39380,2864.52
10276,2475.7
33388,2247.48
14556,7623.92
40236,2561.55
25684,6422.79
6852,4116.49
17124,4062.12
34244,2371.15
15412,2458.55
3428,2696.19
20548,4071.75
9420,2487.5
17980,4363.1
21404,2357.25
35100,5000.94
7708,4276.32
8564,4456.93
29108,3931.36
2572,7889.51
29964,4355.17
36812,5971.36
38524,8378.03
27396,2526.83
13700,6870.41
31676,3954.26
12844,6247.48
18836,3867.48
16269,4423.72
23973,5201.62
4285,4921.72
11989,5628.33
11133,5757.58
861,5611.95
23117,5420.65
1717,6271.15
5997,4447.46
5,5609.27
17125,5031.84
34245,4773.69
22261,4679.78
21405,2869.5
26541,7132.36
9421,3101.61
30821,4170.89
10277,5003.74
35101,5370.75
33389,2927.1
35957,5244.49
5141,4775.96
12845,6056.14
6853,4675.81
36813,5411.16
20549,4354.54
3429,3288.22
32533,4495.66
2573,7292.74
8565,4978.79
24829,5267.47
29109,4828.77
18837,4217.34
25685,5772.94
15413,2793.86
40237,5205.27
38525,7837.28
7709,4733.72
17981,4189.44
39381,3626.47
27397,2960.2
29965,4228.33
31677,4035.51
19693,4146.98
14557,7319.69
28253,4537.58
13701,6269.26
37669,6078.43
24830,5002.69
34246,4106.95
35102,5237.56
10278,4380.3
20550,4638.18
5142,4761.24
16270,3861.85
22262,3953.45
15414,4181.32
30822,4100.68
11990,5603.79
6,5591.95
11134,5667.01
8566,5087.06
862,5584.26
29966,4241.91
13702,5346.17
17126,4894.04
26542,6950.76
39382,5492.26
1718,6257.23
17982,4233.21
33390,4268.02
27398,4599.12
29110,4641.33
2574,7175.39
19694,3940.73
40238,4012.3
35958,5191.23
3430,5072.33
28254,4013.91
9422,4634.14
32534,4708.44
36814,5423.38
18838,4187.15
23118,5084.75
4286,4403.05
14558,6948.02
38526,7233.3
12846,5565.21
6854,4538.25
25686,5531.19
21406,4309.22
23974,5015.33
7710,4719.72
37670,5982.23
31678,4175.87
5998,4511.38
5143,7174.27
22263,5564.4
4287,6072.1
26543,10293.6
10279,6255.12
24831,8486.26
27399,3394.21
29111,7079.77
18839,6957.21
23975,8045.48
11135,8226.71
25687,8679.73
19695,6119.22
30823,6801.86
13703,8924.21
15415,3792.45
33391,3120.73
9423,3319.27
29967,6817.91
17983,6775.2
14559,10311.5
35959,8141.11
2575,10022.5
8567,7285.47
32535,6723.61
6855,7415.72
863,8873.71
3431,3753.03
39383,3716.1
23119,7739.78
21407,3201.12
20551,6292.33
40239,6157.98
16271,5816.29
7711,7183.29
37671,9405.66
12847,9161.34
28255,5691.9
31679,6685.83
5999,7110.64
36815,8909.42
35103,8010.48
17127,7529.56
1719,9435.91
11991,8561.17
34247,5754.84
7,8301.85
38527,11202.4
33392,3912.06
26544,10854.7
15416,4044.01
23120,7299.35
9424,3919.35
10280,5811.1
3432,4287.68
22264,5550.25
35960,7423.42
13704,7740.99
27400,3899.47
24832,7668.75
28256,5395.49
25688,8476.05
4288,5738.41
2576,10158.9
7712,5774.27
6856,5811.57
30824,4925.14
5144,5820.08
11136,7730.13
39384,4180.14
14560,11119.5
21408,3821.25
35104,7307.56
40240,5810.11
31680,5071.21
864,8131.42
20552,5292.15
8568,5803.76
23976,7478.9
29968,5125.93
36816,7846
38528,11188
17128,5882.71
34248,5658.97
16272,5563.15
29112,5567.92
8,7827.03
32536,5388.6
12848,7806.45
11992,7792.36
17984,5200.36
6000,5608.87
19696,4793.49
18840,5167.69
37672,8679.01
1720,9056.49
9425,4394.1
23121,5723.3
7713,3052.55
22265,4104.24
23977,5407.74
13705,4957.69
24833,5685.38
5145,3571.89
35105,5944.75
3433,4611.44
30825,2990.96
10281,4105.51
34249,4261.18
28257,4000.35
33393,4060.35
11137,5543.09
15417,4242.61
865,5437.47
35961,5600.83
25689,6037.52
27401,3929.84
4289,4056.38
39385,4509.28
38529,8234.45
20553,3586.97
36817,6007.9
2577,7614.54
29969,3185.22
32537,3730.14
37673,6231.54
19697,2919.24
14561,8907.31
21409,3989.1
12849,5600.34
40241,3918.36
18841,3282.53
31681,3051.92
16273,4087.2
26545,8002.88
29113,3659.09
17985,3322.75
8569,3494.9
11993,5216.66
1721,5839.16
6857,3188.2
6001,3233.65
17129,3928.76
9,5161.81
23122,5884.98
39386,3281.24
35106,5735.24
13706,6323.54
24834,5818.04
36818,5870.03
8570,4822.52
3434,3475.72
4290,3194.85
27402,3150.36
26546,7675.29
19698,4445.73
5146,4791.17
40242,3053.88
2578,7684.13
29970,4440.67
33394,3112
30826,4447.96
15418,3329.81
25690,6509.15
28258,3029.21
38530,8009.67
9426,3117.5
32538,4879.27
6002,4602.6
31682,4333.7
37674,6317.97
35962,5680.98
21410,3075.32
34250,3073.46
22266,3148.82
17130,5185.57
29114,4871.42
866,6010.06
16274,3131.43
7714,4814.63
14562,8473.43
10282,3113.56
18842,4476.24
17986,4496.78
6858,4694.97
1722,6873.66
11138,6147.16
23978,5718.03
20554,4753.81
10,5981.11
11994,6029.04
12850,6138.94
3435,3997.16
8571,5216.43
33395,3666.55
32539,4843.03
5147,5901.59
30827,4317.51
2579,8267.63
25691,6682.24
19699,4133.55
7715,5164.83
22267,5071.67
35107,6905.65
16275,5269.11
867,6739.08
23123,6723.13
9427,3818.2
28259,5057.18
10283,5456.65
29115,5477.33
4291,5373.8
21411,3337.09
34251,5441.3
11139,7267.98
17131,5968.15
36819,6591.57
26547,8714.11
18843,4601.52
13707,6612.61
39387,3975.35
37675,7019.19
11995,6832.24
6003,5185.85
14563,9356.65
23979,6419.82
40243,5603.16
20555,4569.47
35963,6603.99
29971,4662.69
15419,3517.72
6859,5173.32
38531,9139.23
12851,6558.17
27403,3470.31
17987,4892.26
24835,6364.38
11,6744.43
1723,7297.76
31683,4498.96
8572,6410.01
22268,4431.43
23124,6956.19
33396,3465.03
40244,4933.92
3436,3825.71
7716,6018.47
13708,8108.9
5148,5968.75
28260,4418.68
2580,9798.77
29972,5584.54
9428,3582.8
20556,6099.92
36820,7818.54
35964,7244.75
23980,7038.38
15420,3238.9
6860,5973.97
32540,6189.23
19700,5428.34
39388,3993.12
